id,level,question_answer_id,bot_id,question,original_question
342,1,18581,13,国内での宿泊費が規定より安いのですが申請はどうしたら良いですか？,国内での宿泊費が規定より安いのですが申請はどうしたら良いですか？
343,2,18642,13,宿泊費はいくらですか？,宿泊費はいくらですか？
344,2,18666,13,国内出張で、領収書金額と申請金額が異なる場合はどうすれば良いのか？,国内出張で、領収書金額と申請金額が異なる場合はどうすれば良いのか？
345,1,18587,13,新幹線の領収書を紛失してしまいました。その場合あ精算はどうしたら良いですか？,新幹線の領収書を紛失してしまいました。その場合あ精算はどうしたら良いですか？
346,2,0,29,baka,baka
347,1,18685,13,現地で入国の際に発生したVISA発給の費用は、どの費目になりますか？,現地で入国の際に発生したVISA発給の費用は、どの費目になりますか？
348,1,18691,13,ESTA（エスタ）代は、海外出張費用計算書にいれてもいいですか？,ESTA（エスタ）代は、海外出張費用計算書にいれてもいいですか？
349,2,18800,13,海外出張申請の際に国内交通費の予算を入力する欄がありますが、精算は海外出張旅費システムでするのですか？,海外出張申請の際に国内交通費の予算を入力する欄がありますが、精算は海外出張旅費システムでするのですか？
350,2,0,13,海外出張生産は24時間使えますか？,海外出張生産は24時間使えますか？
352,2,0,13,何日以内に生産しないといけないのでしょうか？,何日以内に生産しないといけないのでしょうか？
353,2,18853,13,精算期日は何日でしょうか？,精算期日は何日でしょうか？
354,2,0,13,品川から名古屋の新幹線代はいくらですか？,品川から名古屋の新幹線代はいくらですか？
355,1,18633,13,日帰り出張の日当はいくらですか？,日帰り出張の日当はいくらですか？
356,2,18633,13,11時間以上はいくらですか？,11時間以上はいくらですか？
359,1,18689,13,海外出張で日本円で支払った場合は、費用計算書に入れてもいいですか？,海外出張で日本円で支払った場合は、費用計算書に入れてもいいですか？
360,1,18754,13,レンタル携帯電話費用はどうやって申請しますか？,レンタル携帯電話費用はどうやって申請しますか？
361,1,15119,1,トマト好き？,トマト好き？
362,2,0,1,おおお,おおお
363,2, - ,1,ナスは好き？,ナスは好き？
364,1,18860,13,海外の免税店で購入したお土産の勘定科目コードは何？,海外の免税店で購入したお土産の勘定科目コードは何？
365,1,22947,36,おはよう,おはよう
366,2,0,36,明日の天気は？,明日の天気は？
367,2,0,14,がたやまです,がたやまです
368,1,18656,13,"国内出張について、行きは名古屋⇒東京へ出張、帰りは私用で東京⇒大阪に移動しました。
どのように精算申請したら良いですか？","国内出張について、行きは名古屋⇒東京へ出張、帰りは私用で東京⇒大阪に移動しました。
どのように精算申請したら良いですか？"
369,2,0,13,ＴＨＲ採用支援Ｇの担当者、連絡先は？,ＴＨＲ採用支援Ｇの担当者、連絡先は？
370,2,0,13,インド出張にあたり事前に予防接種（トラベラーズワクチン）を実施しましたが、個人負担になりますか？　会社負担可能ですか？,インド出張にあたり事前に予防接種（トラベラーズワクチン）を実施しましたが、個人負担になりますか？　会社負担可能ですか？
371,2,0,13,トラベラーズワクチンの費用は会社に請求してもいいですか？,トラベラーズワクチンの費用は会社に請求してもいいですか？
372,2,18616,13,トラベラーズワクチンの費用負担は？,トラベラーズワクチンの費用負担は？
373,2,0,1,ふぁｓｄふぁｇら,ふぁｓｄふぁｇら
374,2,18826,13,国内出張の宿泊費の上限はいくらですか,国内出張の宿泊費の上限はいくらですか
375,2,0,13,特急料金は請求できますか,特急料金は請求できますか
376,1,18738,13,VISA代の精算はどうすればいいでしょうか？,VISA代の精算はどうすればいいでしょうか？
377,1, - ,15,はい。,はい。
378,2,0,13,海外で、駐在員が利用した交際費の勘定科目は？,海外で、駐在員が利用した交際費の勘定科目は？
379,2,18695,13,現地駐在員と出張者が利用した飲食費です,現地駐在員と出張者が利用した飲食費です
380,2,0,13,勘定科目ｺｰﾄﾞは何を使えばいいですか？,勘定科目ｺｰﾄﾞは何を使えばいいですか？
383,2,23011,25,さいころ,さいころ
384,2,16710,1,ドンキホーテって誰,ドンキホーテって誰
385,2,16710,1,ドンキホーテって誰？,ドンキホーテって誰？
386,2,16710,1,ドンキホーテって誰,ドンキホーテって誰
387,2,9560,1,オフィスの賃料は？,オフィスの賃料は？
388,2,0,1,moge,moge
389,2,0,25,いっぺい,いっぺい
390,1,23013,29,横田さん,横田さん
391,1,18582,13,週末も日当出るの,週末も日当出るの
392,2,18607,13,国内出張精算はいつまでに実施する必要がありますか？,国内出張精算はいつまでに実施する必要がありますか？
393,1,19786,30,らく賃の保証人変更について,らく賃の保証人変更について
394,1,0,30,中抜け家賃は事務手数料も回収しますか,中抜け家賃は事務手数料も回収しますか
395,1,19811,30,戸別らく賃・らく賃サポート・トータルらく賃で中抜家賃が発生するが、店舗ではどのような対応をすれば良いか。,戸別らく賃・らく賃サポート・トータルらく賃で中抜家賃が発生するが、店舗ではどのような対応をすれば良いか。
396,2,19888,30,契約書の未回収の報告方法について,契約書の未回収の報告方法について
397,2,19888,30,未回収契約書,未回収契約書
398,2,0,30,未回収契約書の記載,未回収契約書の記載
399,2,19888,30,契約書未回収,契約書未回収
400,2,19817,30,らく賃の契約満了日を伸ばしたい,らく賃の契約満了日を伸ばしたい
401,2,0,30,らく賃の契約満了日を延長したい,らく賃の契約満了日を延長したい
402,1,0,30,ガスの金額を知りたい,ガスの金額を知りたい
403,1,19799,30,ガスの切り替え工事の売上金額はいくらになるのか。,ガスの切り替え工事の売上金額はいくらになるのか。
404,1,19799,30,"基本の金額は下記になります。
?一戸建て住宅（LPガスコンロ・LPガス給湯器付風呂釜使用の場合）
　１棟当たり　51,429円（税込）
?集合住宅（ワンルーム・１Ｋ・１ＤＫ除く）
　１戸当たり　51,429円（税込）
?集合住宅（ワンルーム・１Ｋ・１ＤＫが対象）
　１戸当たり　10,285円（税込）","基本の金額は下記になります。
?一戸建て住宅（LPガスコンロ・LPガス給湯器付風呂釜使用の場合）
　１棟当たり　51,429円（税込）
?集合住宅（ワンルーム・１Ｋ・１ＤＫ除く）
　１戸当たり　51,429円（税込）
?集合住宅（ワンルーム・１Ｋ・１ＤＫが対象）
　１戸当たり　10,285円（税込）"
405,2,0,30,オリコのクレジット払いはまだあるか,オリコのクレジット払いはまだあるか
406,1,0,30,クレームについて,クレームについて
407,1,19821,30,振替入力（雑収入・クレーム費用）の担当者は誰になるのか？,振替入力（雑収入・クレーム費用）の担当者は誰になるのか？
408,1,19745,30,重要事項説明書の記載方法で現況と全部事項が異なる場合はどのように対応したらよいか。,重要事項説明書の記載方法で現況と全部事項が異なる場合はどのように対応したらよいか。
409,1,19886,30,重説確認,重説確認
411,1,18577,13,大阪まで出張します。日当はいくらですか？,大阪まで出張します。日当はいくらですか？
412,2,19750,30,宅建に合格しました。手続きを教えてください。,宅建に合格しました。手続きを教えてください。
413,1,19751,30,損保試験に合格しました。試験料の小口はどのように対応すればよいでしょうか,損保試験に合格しました。試験料の小口はどのように対応すればよいでしょうか
414,1,19750,30,損保試験に合格しました。社内手続きを教えてください。,損保試験に合格しました。社内手続きを教えてください。
415,2,19905,30,入社書類確認の担当者は誰になるのか？,入社書類確認の担当者は誰になるのか？
416,1,19875,30,プロパンガスの担当者は誰になるのか？,プロパンガスの担当者は誰になるのか？
417,2,18613,13,国内出張旅費は、出張後何日以内に清算すればいいんですか？,国内出張旅費は、出張後何日以内に清算すればいいんですか？
418,1,15583,1,鯖ってなんのこと言ってるの？,鯖ってなんのこと言ってるの？
419,2, - ,25,パソコンの故障、トラブル,パソコンの故障、トラブル
420,1, - ,26,教材内容を見たい,教材内容を見たい
421,2,0,26,サービスの金額,サービスの金額
422,1, - ,26,Internet Explorer(Ver11),Internet Explorer(Ver11)
423,1,23599,26,受講取り消しをしたい,受講取り消しをしたい
424,2,23574,26,使えるブラウザ,使えるブラウザ
425,2,23582,26,費用が知りたい。コースは何コースありますか？,費用が知りたい。コースは何コースありますか？
426,2,18577,13,大阪から名古屋に半日出張しました、日当はでますか？,大阪から名古屋に半日出張しました、日当はでますか？
427,2,0,26,動作環境が知りたい,動作環境が知りたい
428,1,23604,26,エラーメッセージが表示され受講申込ができません。,エラーメッセージが表示され受講申込ができません。
429,2,18714,13,年末調整の提出期限はいつですか？,年末調整の提出期限はいつですか？
430,1,0,13,海外出張旅費精算はなぜ必要なのですか？,海外出張旅費精算はなぜ必要なのですか？
431,1,18718,13,ESTA（エスタ）の精算は、なぜ14ドルなの？,ESTA（エスタ）の精算は、なぜ14ドルなの？
432,2,0,13,出張申請のやり方を知りたい,出張申請のやり方を知りたい
433,1,18874,13,事前の海外出張申請を忘れてしまいました。どうすればいいですか。,事前の海外出張申請を忘れてしまいました。どうすればいいですか。
434,1,18683,13,海外出張申請をしないで出張をしてしまった場合どうしたらいいですか？,海外出張申請をしないで出張をしてしまった場合どうしたらいいですか？
435,1,18701,13,海外出張時のホテルの領収書を紛失した場合どうすればいいですか？,海外出張時のホテルの領収書を紛失した場合どうすればいいですか？
436,1,18740,13,海外出張精算で、交際費の領収書をなくしたが、どのように精算したらよいか,海外出張精算で、交際費の領収書をなくしたが、どのように精算したらよいか
437,1,18874,13,海外出張申請を提出するのを忘れていました。,海外出張申請を提出するのを忘れていました。
438,2,23714,30,らく賃の受託はどうすればいい,らく賃の受託はどうすればいい
439,2,23714,30,らく賃の受託方法について知りたい,らく賃の受託方法について知りたい
442,2,0,13,東京に転勤になった,東京に転勤になった
443,2,0,13,引っ越し費用はどのように請求すればよいですか？,引っ越し費用はどのように請求すればよいですか？
444,2,0,13,東京の社宅はどこがありますか？,東京の社宅はどこがありますか？
445,1,9707,1,社員証を無くしました,社員証を無くしました
446,1,18824,13,海外出張のフライトが東京発であったため東京へ移動し、前泊した場合、国内の日当は申請しないという理解であってるか？,海外出張のフライトが東京発であったため東京へ移動し、前泊した場合、国内の日当は申請しないという理解であってるか？
447,1,18637,13,海外出張で機内泊の日当は？,海外出張で機内泊の日当は？
448,2, - ,35,Dropboxと同期をしています,Dropboxと同期をしています
449,1,15076,15,PCの音が出ません。,PCの音が出ません。
450,1, - ,15,ローカルに保存しているデータが沢山あります,ローカルに保存しているデータが沢山あります
451,2,0,15,直角って何度？,直角って何度？
452,1,18576,13,国内出張で、JR特急券はどうやって精算したら良いですか？,国内出張で、JR特急券はどうやって精算したら良いですか？
453,1,18576,13,特急券の精算,特急券の精算
454,1,18672,13,国内出張について、新幹線乗車券/特急券を購入する際、「領収書」の発行を忘れてしまいました。この場合精算は出来ますか？,国内出張について、新幹線乗車券/特急券を購入する際、「領収書」の発行を忘れてしまいました。この場合精算は出来ますか？
455,2,23746,30,らく賃の申込が入りました。,らく賃の申込が入りました。
456,2,0,30,ドアが壊れました。,ドアが壊れました。
457,2,0,30,ゴミがたまってきました。,ゴミがたまってきました。
458,1,0,30,恐れ入りますが、お手元にレシートが届きましたら、ＰＤＦで送っていただけないでしょうか？それか、コピー添付なしで報告させていただいてもよろしいでしょうか?,恐れ入りますが、お手元にレシートが届きましたら、ＰＤＦで送っていただけないでしょうか？それか、コピー添付なしで報告させていただいてもよろしいでしょうか?
459,2,0,30,選択内容に質問の内容がありません。,選択内容に質問の内容がありません。
460,2,0,30,直接総務課の方とお話はできますか？,直接総務課の方とお話はできますか？
461,2,0,30,連絡お待ちしております・・・・・,連絡お待ちしております・・・・・
462,2,23840,30,何してるの,何してるの
463,2,0,30,度々すみません。先ほど、車両走行距離データーの提出をしたところ、誤って、北浦和店のフォルダーに添付してしまいました。削除お願いできますか？,度々すみません。先ほど、車両走行距離データーの提出をしたところ、誤って、北浦和店のフォルダーに添付してしまいました。削除お願いできますか？
464,2,23843,30,上記内容ですが、問題解決できました。ありがとうございました,上記内容ですが、問題解決できました。ありがとうございました
465,2,23265,37,おススメのお店はどこですか？,おススメのお店はどこですか？
466,1,24400,37,おススメのお店は？,おススメのお店は？
467,2,23265,37,あんこ百貨店ってどういうお店ですか？,あんこ百貨店ってどういうお店ですか？
468,1,24401,37,あんこ百貨店ってどういうお店なんですか？,あんこ百貨店ってどういうお店なんですか？
469,1,24402,37,あんこ百貨店って？,あんこ百貨店って？
470,2,23260,37,どんな和菓子が好き？,どんな和菓子が好き？
471,2,24399,37,何歳なの？,何歳なの？
472,1,23246,37,おすすめのやつ教えて,おすすめのやつ教えて
473,2,0,37,すごいですね！,すごいですね！
474,2,18703,13,出張旅費の担当者に連絡したいので、電話番号を教えてください,出張旅費の担当者に連絡したいので、電話番号を教えてください
475,2,23821,30,産廃はどうしたらいいですか？,産廃はどうしたらいいですか？
476,1, - ,37,もちろんしてますよ！,もちろんしてますよ！
477,2,23256,37,配送できる地域はどこですか？,配送できる地域はどこですか？
478,2,0,37,おやすみー,おやすみー
479,1,0,30,結束バンドの発注依頼の御担当者は、総務課の下山係長と山本様でよろしいでしょうか,結束バンドの発注依頼の御担当者は、総務課の下山係長と山本様でよろしいでしょうか
480,1,23959,30,帳票でその他販促ツール全般・都度発注も有りの担当者は誰になりますか。,帳票でその他販促ツール全般・都度発注も有りの担当者は誰になりますか。
481,1,9660,1,こんにちは,こんにちは
482,2,15108,15,おはよう！,おはよう！
483,2,23956,30,モバイル端末についての担当者は誰ですか？,モバイル端末についての担当者は誰ですか？
484,2,0,30,全店舗でモバイル端末で大東建託のペイジー処理ができるようにならないでしょうか？,全店舗でモバイル端末で大東建託のペイジー処理ができるようにならないでしょうか？
485,2,0,30,サニタリーの施工証明書はＰＤＦをフォルダにまだ入れてるの？入れなくていいって途中からなったのかな？,サニタリーの施工証明書はＰＤＦをフォルダにまだ入れてるの？入れなくていいって途中からなったのかな？
486,1,23786,30,モバイル端末のロール紙は、誰にお願いしたらいいですか？,モバイル端末のロール紙は、誰にお願いしたらいいですか？
487,2,23699,30,ガスの切り替え工事の売上金額はいくらになるのか。,ガスの切り替え工事の売上金額はいくらになるのか。
488,1, - ,30,破損での故障,破損での故障
489,1,23733,30,デジカメが壊れました,デジカメが壊れました
490,1,23776,30,シュレッダーの故障がおきました。,シュレッダーの故障がおきました。
491,1,23833,30,手提げ金庫が壊れた。,手提げ金庫が壊れた。
492,1,23948,30,たのめーるプラスのＵＲＬは,たのめーるプラスのＵＲＬは
493,1,23725,30,重説で業者書式が使える業者はどこになるのか。,重説で業者書式が使える業者はどこになるのか。
494,1,23729,30,業者重説を使用する契約だが全部事項証明書と業者重説の構造が相違している。,業者重説を使用する契約だが全部事項証明書と業者重説の構造が相違している。
495,2,0,30,これから寒くなったら仕事中に黒のタイツは履いても大丈夫ですか？,これから寒くなったら仕事中に黒のタイツは履いても大丈夫ですか？
496,2,23732,30,アイフォンにアプリをダウンロードしたい,アイフォンにアプリをダウンロードしたい
497,2,0,30,給与明細がほしい,給与明細がほしい
498,2,0,30,切手がほしい,切手がほしい
499,2,0,30,洗車グッズを買いたい,洗車グッズを買いたい
500,2,0,30,トイレが壊れた,トイレが壊れた
501,1,23826,30,駐車場の新規の契約書はどうすればよいか。,駐車場の新規の契約書はどうすればよいか。
502,1,24409,30,契約書がたまってる,契約書がたまってる
503,2,24011,30,顧客ウェブシステムについて,顧客ウェブシステムについて
504,2,0,30,ウェブメンテ関連について,ウェブメンテ関連について
505,2,0,30,１１月理想の室内湿度を教えて,１１月理想の室内湿度を教えて
506,2,23746,30,らく賃の申込を取得しました,らく賃の申込を取得しました
507,1,23675,30,らく賃の申込手続きを知りたい。,らく賃の申込手続きを知りたい。
508,1,23942,30,資格で損害保険募集人の担当者は誰になりますか。,資格で損害保険募集人の担当者は誰になりますか。
509,2,0,30,保険の資格を更新しました。受験料の申請は必要ですか？,保険の資格を更新しました。受験料の申請は必要ですか？
510,1,0,30,契約書類を倉庫に送るには、どうしたらいいですか？,契約書類を倉庫に送るには、どうしたらいいですか？
511,1,23802,30,保管文書を倉庫へ返却したい。,保管文書を倉庫へ返却したい。
512,2,23714,30,全室らく賃とトータルらく賃の違いは？,全室らく賃とトータルらく賃の違いは？
515,1,24437,35,パソコンのメモリを増設したい。,パソコンのメモリを増設したい。
516,2,0,35,メモリー,メモリー
517,2, - ,30,らく賃サポート・トータルらく賃の場合,らく賃サポート・トータルらく賃の場合
518,1,23675,30,らく賃の申込,らく賃の申込
519,2,23675,30,らく賃の受託時の処理が知りたい。,らく賃の受託時の処理が知りたい。
520,2,23714,30,らく賃の受託,らく賃の受託
521,1,24440,30,らく賃の受託,らく賃の受託
522,1,0,30,社用携帯電話の担当者は？,社用携帯電話の担当者は？
523,1,0,30,本日新しい携帯電話が５台届きました。岡崎店人数は店長と担当５名で、合計６名となります。１１月６日（月）付入社の社員分は、用意が無いという事でよろしいでしょうか。,本日新しい携帯電話が５台届きました。岡崎店人数は店長と担当５名で、合計６名となります。１１月６日（月）付入社の社員分は、用意が無いという事でよろしいでしょうか。
524,1,23807,30,新しく入社する社員の社用携帯が届かない。,新しく入社する社員の社用携帯が届かない。
525,2,0,30,ボーナス,ボーナス
526,1,23866,30,好きな音楽は何ですか,好きな音楽は何ですか
527,1,23866,30,好きな音楽は？,好きな音楽は？
528,1,23675,30,らく賃申込,らく賃申込
529,1,24439,30,らく賃の申込を取得しました。,らく賃の申込を取得しました。
530,1,23845,30,好きな食べ物は？,好きな食べ物は？
531,2,23681,30,らく賃の担当者は誰,らく賃の担当者は誰
532,1,23965,30,周辺商品でらく賃（受託）の担当者は誰になりますか。,周辺商品でらく賃（受託）の担当者は誰になりますか。
533,1,23965,30,周辺商品でらく賃（受託）の担当者は誰になりますか。,周辺商品でらく賃（受託）の担当者は誰になりますか。
534,2,24440,30,らく賃受託の担当者はだれ,らく賃受託の担当者はだれ
535,1,23953,30,備品・什器関係で業務用携帯電話の担当者は誰になりますか。,備品・什器関係で業務用携帯電話の担当者は誰になりますか。
536,2,23821,30,車両のリース解約申請はどうすればいいか？,車両のリース解約申請はどうすればいいか？
537,2,23821,30,リース車両　解約はどうすればいいか？,リース車両　解約はどうすればいいか？
538,2,23821,30,車両申請はどうすればいいか？,車両申請はどうすればいいか？
539,2,23821,30,駐車場の解約申請はどうすればいいか？,駐車場の解約申請はどうすればいいか？
540,2,15119,1,トマト好き？,トマト好き？
541,2,20390,27,買取商談が検索できない,買取商談が検索できない
542,1,24449,30,駐車場を解約したい。,駐車場を解約したい。
543,1,24448,30,リース車両の解約をしたい,リース車両の解約をしたい
544,2,0,1,dousite,dousite
545,2,0,1,どんどんどん,どんどんどん
546,2,18091,1,サジェストでてこねえ,サジェストでてこねえ
547,2,12367,1,ラーメン,ラーメン
548,2,12367,1,ラーメン,ラーメン
549,2,12367,1,ラーメン,ラーメン
550,2,12367,1,ラーメン,ラーメン
551,2,12367,1,ラーメン,ラーメン
552,1,23901,30,テスト,テスト
553,1,24409,30,産廃はどうしたらいいですか,産廃はどうしたらいいですか
554,2,15119,1,トマト好き？,トマト好き？
555,2,0,2,おい,おい
556,2,9354,2,総務の山田さんに連絡をとりたい,総務の山田さんに連絡をとりたい
557,2,0,30,写真撮影に関して,写真撮影に関して
559,2,0,30,室内写真撮影にかんして,室内写真撮影にかんして
560,2,12367,1,ラーメン,ラーメン
561,1,24451,30,フォルダを消してしまいました,フォルダを消してしまいました
562,1,24450,30,ファイルを復旧してほしい,ファイルを復旧してほしい
563,1,24454,35,ファイル　復旧したい,ファイル　復旧したい
564,2,23799,30,名札をなくした,名札をなくした
565,1,23809,30,新しく入社する社員の名札が届かない。,新しく入社する社員の名札が届かない。
566,1,23808,30,新しく入社する社員の名刺はどうしたらいい？,新しく入社する社員の名刺はどうしたらいい？
567,1,23795,30,複合機　故障,複合機　故障
568,1,23809,30,新しく入社する社員の名刺はいつ頃届きますでしょうか？,新しく入社する社員の名刺はいつ頃届きますでしょうか？
569,2,0,30,全部事項　差し押さえ,全部事項　差し押さえ
570,2,0,30,差し押さえ,差し押さえ
571,2,0,30,差押,差押
572,2,0,30,所有権　差押,所有権　差押
573,2,23717,30,契約者以外に返金してもよいか,契約者以外に返金してもよいか
574,2,23658,30,仲介手数料を変更したい,仲介手数料を変更したい
575,2,23661,30,コピー用紙の発注は,コピー用紙の発注は
576,1,23661,30,パンフレットの発注は,パンフレットの発注は
577,2,23661,30,クリームキンマリの発注は,クリームキンマリの発注は
578,2,23724,30,平成29年10月に保証会社へ契約書を発送しました。10月31日に家賃の振込がなかったので保証会社へ事故報告書を発送した所、ハウスコムから初回保証料が払われていないため、保証対象外とお話しがありました。,平成29年10月に保証会社へ契約書を発送しました。10月31日に家賃の振込がなかったので保証会社へ事故報告書を発送した所、ハウスコムから初回保証料が払われていないため、保証対象外とお話しがありました。
579,2,23920,30,入金口座の入力は本社は全部やらないの？,入金口座の入力は本社は全部やらないの？
580,2,0,30,代理店監査がありました。　担当は金子さん？,代理店監査がありました。　担当は金子さん？
581,1,23920,30,銀行関連で入金口座不明金処理の担当者は誰になりますか。,銀行関連で入金口座不明金処理の担当者は誰になりますか。
582,2,0,30,処理は定休日と入力？,処理は定休日と入力？
583,2,0,30,定休日で本社が入金処理したらシステムの締め処理は定休日でいいの？,定休日で本社が入金処理したらシステムの締め処理は定休日でいいの？
584,2,23873,30,う～ん困った。,う～ん困った。
585,2,0,30,質問と答えが違うのですが。,質問と答えが違うのですが。
586,2,0,30,こんにちは！施工証明書って今はフォルダに入れなくていいって本当かな？,こんにちは！施工証明書って今はフォルダに入れなくていいって本当かな？
587,2,23737,30,看板を取り付ける結束バンドはどこに発注すればいいですか？,看板を取り付ける結束バンドはどこに発注すればいいですか？
588,2,23747,30,看板用の結束バンドは？,看板用の結束バンドは？
589,2,23817,30,反響を増やすにはどうしたらいい？,反響を増やすにはどうしたらいい？
590,2,23657,30,オンライン重説には何が必要ですか？,オンライン重説には何が必要ですか？
591,2,23657,30,オンライン重説やり方教えて,オンライン重説やり方教えて
592,2,23657,30,オンライン重説,オンライン重説
593,2,0,30,おーい,おーい
594,2,24424,30,年賀状担当者,年賀状担当者
595,2,24424,30,看板リニューアル担当者は？,看板リニューアル担当者は？
596,2,23733,30,ﾘﾊﾞｯﾌﾟｶﾞｰﾄﾞの売上変更はどうしたらよいか,ﾘﾊﾞｯﾌﾟｶﾞｰﾄﾞの売上変更はどうしたらよいか
597,2,23699,30,ﾘﾊﾞｯﾌﾟｶﾞｰﾄﾞの売上金額変更,ﾘﾊﾞｯﾌﾟｶﾞｰﾄﾞの売上金額変更
598,1,23716,30,ハウスガード（新リバップガード）の代理店手数料（保険売上）の担当者は変更できるか。,ハウスガード（新リバップガード）の代理店手数料（保険売上）の担当者は変更できるか。
599,2,23816,30,ﾘﾊﾞｯﾌﾟｶﾞｰﾄﾞの売上金額変更をしたい,ﾘﾊﾞｯﾌﾟｶﾞｰﾄﾞの売上金額変更をしたい
600,1,23716,30,ハウスガードの売上金額を変更したい,ハウスガードの売上金額を変更したい
601,2,23699,30,ﾘﾊﾞｯﾌﾟｶﾞｰﾄﾞの売上金額変更,ﾘﾊﾞｯﾌﾟｶﾞｰﾄﾞの売上金額変更
602,1,23716,30,ハウスガード（新リバップガード）の代理店手数料（保険売上）の担当者は変更できるか。,ハウスガード（新リバップガード）の代理店手数料（保険売上）の担当者は変更できるか。
603,2,0,30,リバップガードの売上を間違えた,リバップガードの売上を間違えた
604,1,23889,30,今日の予定は？,今日の予定は？
605,1,23856,30,今日はいい天気ですね,今日はいい天気ですね
606,1,23817,30,車両事故を起こしたらどうすればいいか？,車両事故を起こしたらどうすればいいか？
607,1,24424,30,モバイル端末についての担当者は誰ですか？,モバイル端末についての担当者は誰ですか？
608,1,23981,30,持株会の担当者は誰になりますか。,持株会の担当者は誰になりますか。
609,2,0,30,JIC解約,JIC解約
610,1,23977,30,車両・事故の担当者は誰になりますか。,車両・事故の担当者は誰になりますか。
611,2,23817,30,車両事故を起こしたらどうすればいいか？,車両事故を起こしたらどうすればいいか？
612,1,23819,30,車両事故を起こした対物賠償はどうすればいいか。,車両事故を起こした対物賠償はどうすればいいか。
613,2,0,30,ﾊﾟｿｺﾝ 遅い,ﾊﾟｿｺﾝ 遅い
614,1,23796,30,FAXが送受信出来ない。,FAXが送受信出来ない。
615,1,23899,30,使えないね,使えないね
616,1,24000,30,福利厚生で福利厚生倶楽部の担当者は誰になりますか。,福利厚生で福利厚生倶楽部の担当者は誰になりますか。
617,1,23784,30,シータのWIFIのパスワードがわからない。,シータのWIFIのパスワードがわからない。
618,2,23634,30,パソコンが足りないのですが、どうすればいいですか？,パソコンが足りないのですが、どうすればいいですか？
619,1,23899,30,情報システム課ではないのですか？,情報システム課ではないのですか？
620,1,23864,30,土日はお休みですか？,土日はお休みですか？
621,1,24424,30,携帯電話の担当者,携帯電話の担当者
622,2,24424,30,車両の担当者,車両の担当者
623,2,24424,30,入金の担当者,入金の担当者
624,2,24424,30,賞与に関しての担当者は誰？,賞与に関しての担当者は誰？
625,2,23797,30,小口精算振り込まれていない,小口精算振り込まれていない
626,2,24424,30,社員旅行の担当者は？,社員旅行の担当者は？
627,2,23929,30,いえらぶの担当者様,いえらぶの担当者様
628,2,23906,30,Botの使い方が分からない,Botの使い方が分からない
629,2,23654,30,お疲れ様です。いえらぶクラウドについて質問があるのですが、いえらぶ上で登録した写真について、外観が登録されているが点数に反映されておらず、スーモ管理上でも満点にならない状況です。,お疲れ様です。いえらぶクラウドについて質問があるのですが、いえらぶ上で登録した写真について、外観が登録されているが点数に反映されておらず、スーモ管理上でも満点にならない状況です。
630,1,23870,30,お疲れ様です。,お疲れ様です。
631,1,0,30,いえらぶ,いえらぶ
632,1,23982,30,重説確認担当者　　昨日アップの重説確認宜しくお願い致します。,重説確認担当者　　昨日アップの重説確認宜しくお願い致します。
633,2,23701,30,携帯電話でデータの移行をしたいんだけど新店とか入ってないのでアップデートしますか,携帯電話でデータの移行をしたいんだけど新店とか入ってないのでアップデートしますか
