Id,質問,Answer
18811,出向受入者や派遣社員はコーポレートカードに加入できないが保険はどうなる？,"コーポレートカードに加入できない方（出向受入、派遣社員など）については、
以下のいずれかの方法で、300万円までの疾病・傷害治療保険を必ずカバーするようにして下さい。
1.出向元、派遣元会社が付与している保険を利用
2.個人のクレジットカード付帯の保険を利用
3.疾病・傷害治療保険への加入

各治療の補償額（300万円まで）の保険を主管部にて精算して下さい。上記以外は「個人負担」となりますので、予めご了承下さい。

詳しくは次のTTCライブラリーをご参照ください。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG004032?OpenDocument
"
18812,初めての海外出張だが、語学研修生として渡航していた場合、支度金は支給されますか？,"語学研修生として海外出張する際の支度金については、支給対象外です。

なお、すでに「はじめての出張」でいったん本日承認されてしまった場合には、本日のデータ送信（17：45）までに、「初めての海外出張ですか？」を“いいえ”に変更すれば、支度金対象外にすることができます。（通常の金額訂正等と同じ）
"
18813,"海外出張申請で、2件同時申請したところ、初めての出張なのに「支度金」が支給されないのは何故？
●Ａ・・・支度金あり（7/29〜8/4）と
●Ｂ・・・支度金なし（8/26〜9/8）の２つの申請を同日に申請","海外出張申請において同日中に2件申請・承認を行ってしまい、支度金が支給されない場合は、SAP立替精算で支払処理をお願いします。

なお、例えば以下のＡとＢの2件の海外出張申請があった場合には、
●Ａ・・・支度金あり（出張期間：7/29〜8/4）
●Ｂ・・・支度金なし（出張期間：8/26〜9/8）

1. 「Ａ・・・支度金あり」の申請を先に承認し、
2. 翌日以降、「Ｂ・・・支度金なし」の申請を承認してください。
今後１.及び２.のケースについては、同日中に承認処理しないようにお願いします。"
18814,出向受入者の海外出張支度金は支給される？,"出向受入者の海外出張支度金については、原則支給対象外の為、申請画面に表示されません。
ただし、出向受入者は部署の了承があれば支給対象となりますので、、GLよりその旨メールにてTHR担当者までご依頼ください。"
18815,国内出向者が海外出張する場合の支度金について,"国内グループ会社等の出向者が初めての海外出張に行く場合、
TTC負担でも出向先負担でも、支度金は支給されます。
負担先は主管部署となります。
（支度金は、TTC用務の場合も出向先用務の場合も、
　主管部負担となります。）

処理としては、海外出張システムの出張申請を提出して下さい。
出向者の出張申請の場合、TTC負担か出向先負担かを
選択するようになっていますので、今回は、出向先負担として申請して下さい。
（出向先負担として申請しても、支度金は主管部負担となります）"
18816,海外出張時の仮出金はいくらまで？,"海外出張における仮出金の支給については、原則、日当相当額を上限とします。
仮出金については、最終精算時に相殺されることになりますので、相殺しきれなかった不足額が発生した場合は、給与天引となります。
長期出張の場合は、一ヶ月毎の精算が原則になっていますので、仮出金は必要最低限の金額とし、毎月SAPの立替金精算で精算をしてください。"
18817,"海外からの出向者は、ある一定期間経過すると一時帰国が可能となりますが、海外出張精算はどうやる？
","海外からの出向者の海外出張申請については、「0（ｾﾞﾛ）円」で申請してください。　
なお、添付ファイルがないと申請エラーとなるので、ブランクの費用計算書を添付してください。
"
18818,"海外からの出向者が出向受入解除となった時の帰国旅費は？
","海外からの出向者が受入解除となった場合の帰国旅費については、以下の通りです。
・出向協定書に、TTCと出向元のどちらの会社の費用負担となっているかを確認します。
・TTC負担で支払う場合は、会社指定の旅行代理店を通して処理してください。
　"
18819,国内出向者が海外出張する際の承認先・申請先は？,"国内グループ会社等への出向者が、海外出張する場合の承認先および申請者については、名古屋管轄となり名古屋THRにて承認いたします。
申請画面の左上に申請先が（名古屋申請）と表示されます。"
18820,国内出向者が、海外出張した時に、出張費用を出向先が100％負担した場合の申請処理は？,"国内グループ会社等への出向者が海外出張する場合の出張申請は、以下の通りです。
１．TTC費用負担の海外出張の場合・・・・通常の出張届作成と同じです。
２．出向先が出張費用を100％負担する場合・・・次のTTCライブラリー「海外出張システムマニュアル」のEXCELファイルの「出向者の出張」シートを参照ください。

https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T031295?OpenDocument"
18821,海外出張時に、ゲストハウスに泊まった場合の宿泊費は？,海外出張中に、ゲストハウスに泊まった場合の宿泊費は、機中泊や知人宅に泊まった場合と同様、20ドルとなります。
18822,海外出張時に、機中泊（又は車中泊）とホテルデイユースの場合、両方請求することができるか？,海外出張時に機中泊（又は車中泊）とホテルデイユースが重複する場合は、どちらか一方のみが精算対象となります。通常、デイユースのほうが金額が高いので、高い方の金額を精算対象とします。
18823,海外出張時に、取引先手配の宿泊があった場合、20ドルをつけることができるか？,海外出張時に、取引先手配の宿泊があった場合、宿泊費として20ドルの手当をつけることは出来ません。
18824,"海外出張のフライトが東京発であったため東京へ移動し、前泊した場合、国内の日当は申請しないという理解であってるか？
","海外出張のため東京や成田などに国内移動し、前泊した場合の日当については、移動した日とフライト日が異なる場合、移動日については国内の日当が支給されます。

詳しくは、海外旅費規程第8条「国内旅費規程との関連」をご確認ください。
『出発日以前及び内地到着日以降の交通費・宿泊費は国内旅費規程による。但し、到着日及び出発日の日当は本規程により支給する。』
"
18825,"海外出張の際に、名古屋本社勤務の方がフライトの関係で、羽田空港に到着後、そのまま東京で一泊し、翌日に名古屋へ帰着した場合の帰国日は？




","海外出張時に東京（羽田空港）に到着後、そのまま東京に宿泊し、翌日名古屋へ帰着した場合、出張期間は所属店出発日・所属店帰国日を入力してください。（会社付保のため）

例えば、海外出張期間は9/5〜9/8で羽田空港に9/8の23時に到着し、そのまま東京に一泊して翌日9/9に名古屋に帰着する場合の出張期間は、9/5〜9/9となります。

但し、9/9の日当は、国内出張扱いとなるので、海外出張の日当はつきません。
よって、海外出張費用計算書の日当計算期間は9/5〜9/8で、9/8の帰国日レートでの精算となります。

なお、東京での一泊は、国内出張旅費規程で処理して下さい。（9/8の東京宿泊費と9/9の日当は、国内出張旅費ｼｽﾃﾑでの精算となります。
　　　　　　　　　"
18826,国内出張と同様に、海外出張時の宿泊費の上限はありますか？,"海外出張旅費の宿泊代の上限については、国によって事情も異なるため、上限設定は設けていません。基本的に上長承認の実費精算としていますが、高額の場合は、THR各拠店担当より確認させていただいています。
なお、お客様同行等、特別な事情があり、高額になりそうな場合は、事前に人事総務部に確認していただき、費用計算書にその旨ご記入ください。"
18827,"海外出張で、現地の主催者側から参加日当<US$1,100ドル>を現金で受け取った。
交通費も含まれていますが、出張処理は何か必要ですか？",海外出張中に、現地主催者側から日当などを現金で受け取った場合は、海外出張費用計算書に、受取額をマイナス金額で記載して、差額を精算して下さい。
18828,海外出張が人事研修の一環であるが、日当は支給されますか？,"人事研修のための海外出張の日当については、通常通り支給されます。
但し、国内出張の場合、会社主催の集合研修は日当支給しませんので、ご注意ください。"
18829,機中泊の考え方は？,"海外出張の機中泊の考え方については、【出張日数−１日＝宿泊日数】の範囲内で考えます。
同日中にホテル宿泊がある場合は、機中泊とホテル代のどちらかを選択して下さい。
また、フライトの関係でアーリーチェックイン、レイトチェックアウト、デイユース、空港内シャワー等を利用する場合、ルームチャージの実費を支給しますが、機中泊分は支給対象外となります。"
18830,海外出張で出張期間が１ヶ月延びた場合はどこへ連絡すればいいの？,"海外出張が延長となった場合は、THRにて出張期間を修正しますので、THR各拠店の担当へ連絡して下さい。
なお、実際の保険適用期間は精算届を提出した時に確定となります。"
18831,海外出張精算で、食事代やクリーニング代（ランドリー代）は個人負担ですか？,海外出張時のホテル代の精算について、朝食代、Ｍｉｎｉ Ｂａｒ、クリーニングﾞ代は、原則として個人負担となります。
18832,"海外出張精算で、すでに精算済みの宿泊費のカード引き落としが無いため確認したら、現地法人で負担してくれていたことがわかった。
返金したいが、どう処理したらよいですか？",海外出張旅費で既に精算済みの費用を返金したい場合は、【過払返金処理】として給与天引きしますので、THR各拠店担当へ連絡して下さい
18833,プロジェクトの開発費で、海外出張システムとは別で立替精算処理したい。,"海外出張旅費システムとは別で精算する場合は、経費支払又はSAP立替精算で処理出来ます。
なお、開発費は社内決裁の取得が必要となりますので、申請手続きをして下さい。
"
18834,"海外出張で7月出発のエアチケット代を6月に購入。ＪＭＢ振替えではなく、旅行会社に請求書を発行してもらえば、6月計上できますか？
","海外出張において、出張前に発生した費用は役務が完了しておらず、未確定債務となるため費用計上はできません。
よって、例えば7月出発予定のエアチケット代を6月に購入しても、実際の使用年月が7月であれば、経費支払処理でも6月費用計上は出来ません。"
18835,海外出張精算の四半期決算月の処理について、教えて下さい。,"海外出張精算の四半期決算月（6月・9月・12月・3月）の計上処理については、次のとおりとなります。

例） ６月計上の場合
 ■海外出張システム
　費用計算書の提出は、7月第一営業日の午前中が締め切りです。
　7月第二営業日定時までにTHRで承認されたものが、6月計上となります。

但し、帰国日が7/1以降のものを、7月第二営業日定時までに最終承認しても７月計上になります。
　
■経費支払・SAP立替精算
7月第三営業日承認までが６月計上となります。伝票の提出は、7月第一営業日定時が締め切りです。

　なお決算月に、掲示板にて締め切りについて掲載しますので、ご確認ください。"
18836,決算月をまたぐ出張時に、決算月分のみ先に計上したい場合は？,"海外出張精算において、決算月をまたぐ出張時に決算月分のみを先に計上したい場合は、途中精算となるので、海外出張システムではなく、立替精算（ＳＡＰ）となります。
もし領収書がコピーしかない場合は、コピーをいったん添付して、後で差し替えとなります。また残りの精算（翌期分）については、海外出張システムで通通り処理します。"
18837,海外出張精算で、決算月に、出発日未定（4月以降の予定）の航空券を3月計上したいが可能ですか？,海外出張精算で、出発日が未定のものは、役務が完了しておらず確定債務とはなりませんので、今期（3月）に費用計上処理できません。
18838,年末年始の海外出張システムは？,"年末年始の海外出張旅費システムについては、次のとおりです。

年末年始の12/25〜翌年1/4は、THR承認はできますが、
ホストへのデータ送信はされません。
その間に承認されたデータについては、
1/5に承認されたものと同じタイミングで
ホストへ送信されますので、ご留意ください。

"
18839,海外出張精算で、旅費交通費（宿泊費・日当）を現地法人が負担した場合の処理は？,"現地法人が宿泊費や日当を負担した場合の海外出張旅費精算については、
日当支給日数：　０日間
立替金合計：　　　　０円　（ゼロ精算）
システムの特記事項に、『旅費交通費（宿泊費・日当）は現地法人負担』と入力して、処理してください。"
18840,海外出張時のハンドキャリーについて,"海外出張時のハンドキャリーについては、次のTTCライブラリーをご参照ください。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG009160?OpenDocument
"
18841,海外出張時の予防接種の要・不要の判断は？,"海外出張に伴う予防接種（要/不要）の判断については、次のTTCライブラリーに掲載している「海外安全ハンドブック」を参照してください。 
なお、要・不要は本人判断となります。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG001803?OpenDocument"
18842,"海外出張の際の予防接種（国内発生分）を収入印紙で
支払った場合の勘定科目は？","海外出張に備えて国内で予防接種を受けて収入印紙で支払った場合は、支払方法に関係なく、9199 厚生費 雑口（課税）の勘定科目となります。
　　　　"
18843,海外出張時の勤務表の入力は？,"海外出張時の勤務表の入力については、ＴＴＣライブラリー「ワークルールハンドブック」に掲載されていますので確認下さい。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG004445?OpenDocument

勤務管理システムでは、「海外出張」とチェックするボタンがあり、
「9:00〜17:45」自動入力され、みなし労働となります。
残業した場合は、上長が認めれば申請可能です。

休日出勤の場合は、日本のカレンダーを基準として入力を行います。
日本の休日に現地で仕事をしたら、その日は休日出勤又は振替出勤扱いになります。
"
18844,"
同一国長期出張　183日ルール（タイは180日）","海外出張の同一国長期出張ルールについては、次のTTCライブラリーに掲載していますのでこちらを確認下さい。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG004981?OpenDocument"
18845,一般派遣社員が長期海外出張の申請をする場合には？,一般派遣社員の方が長期海外出張の申請をする場合は、発生の都度、派遣元会社に問題ないか確認が必要です。
18846,"長期（１ヶ月以上）の海外出張の場合は、精算はどうするの？
","1ヶ月以上の海外出張精算については、原則、1ヶ月ごとに途中精算することになります。
途中精算する際に、通常の出張システムで精算してしまうと、帰国したことになってしまいます。
そのため、通常通り、海外出張費用計算書を作成したら、部署の方に計算書をメールで送付いただき、SAPの立替精算処理をして下さい。
また、領収書は必ずオリジナルを添付となりますので、部署宛に郵送してください。

部署の方は、「立替精算依頼書」に費用計算書と領収書を添付の上、ＴＨＲ各拠店の担当まで提出して下さい。

帰国された際は、最終の精算のため、通常通り、海外出張システムの精算届を作成して下さい。精算届作成時の出張期間は、実際の出発日・帰国日となりますが、
日当支給日数は、途中精算した日数を引いてください。

なお、同一国に長期出張する際の日数制限（183日ルール）には抵触しないようご注意ください。詳細については次のTTCライブラリーをご参照ください。 
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG004981?OpenDocument"
18847,指定旅行代理店は？,"海外出張において、会社指定の旅行代理店とは、TTCライブラリーにて掲載している、契約旅行代理店４社（トヨタツーリスト、阪急交通社、エヌオーイー 、ＭＯツーリスト）となります。　　　　　　　　　　　　　　　　　　　　　　　　　　　　
契約以外の代理店を利用したい場合は、THR労務厚生部労務Ｇにご相談下さい。
"
18848,海外出張時のビザ手続きは？,海外出張において、VISA（ビザ）の手続きについては、会社指定の旅行代理店に直接依頼してください。
18849,"退職後に、未精算が発覚したが、どうしたらよいか？
海外出張システムは、「精算届作成待」状態です。","退職後に海外出張の未精算があった場合、『精算届作成待』状態であれば、費用負担部署にて立替金精算の処理をしてください。後日、立替金口座へ振り込みます。
計算書をもとにSAPの立替精算依頼書を作成し、書類一式をTHRへご提出ください。退職後1〜2ヶ月は、立替金口座の登録はそのまま入金できますので早急ご対応をお願いします。
出張届は、「出張中止」処理して下さい。
また、保険部に、未精算で退職したため、中止処理したことと、実際の出張期間を連絡してください。"
18850,"豊田通商から関連会社へ転籍のため、2月末日で豊田通商を
退職となるが、退職後の精算方法と振込はどうなりますか？
（海外出張の帰国日が「2月末日」、出張申請＆上長承認が「2月末日」完了）
2月末日分として夜間処理には間に合いますが、実際振り込む際には、退職しています。
","転籍や退職後の海外出張旅費精算については、当月末日で退職されるので、翌日以降は、TWINSが利用できなくなります。
そのため、海外出張精算は、最終出社日までに必ず、システム申請していただく必要があります。
なお立替金口座のデータはすぐには削除されませんので、承認は、退職日以降でも問題ありません。ただし、いつまでも振込可能ではありませんので、1週間を目処に最終承認をして下さい。
なお、出向受入者と派遣社員は、立替金口座の削除が早いため、退職日に必ず精算申請していただくようお願いします。"
18851,海外出張が中止となったがどうすればよいか。,"海外出張申請の最終承認後に出張中止となった場合は、電子申請にて「出張中止」をして下さい。
なお、仮出金がある場合は、THR各拠店担当へ連絡して下さい。"
18852,海外出張申請をして、精算届を開いてしまったが、実際は出張中止になった場合、システム上、「ドラフト保存中」で残ってしまっているが？,海外出張申請をして、その後精算届を開いてしまったが、実際は出張中止になりシステム上、「ドラフト保存中」で残ってしまった場合、精算届を開くと、システム上は帰国したと認識されるため、「出張中止」というボタンが無く処理できません。THRにてシスコムへデータ削除のメンテナンス依頼をしますので、THR各拠店の担当へ連絡して下さい。
18853,"海外出張精算で、帰国日を過ぎると、「精算届けを出してください」と精算するまで督促メールが届く。
帰国日が延長になり、帰国日を修正したのですが、まだ督促メールが届くのは何故ですか？","海外出張届承認完了した後、帰国延長となった為、人事部にて帰国日を延長を行ったにも関わらず、精算督促メールが送信される場合は、以下の通りとなります。

■原因について
精算督促メール送信判定は、以下の仕組みとなっています。
　・初回（出張届の帰国日より７日経過後、送信）
　・２回目以降（初回送信日より７日経過後、送信）

■対応について
初回送信をされていない状態に、豊通シスコムにてデータコンバートすることで督促メールをストップすることが可能です。その場合にはお手数ですが、メンテナンス依頼書が必要となりますので、THR各拠店担当へ連絡して下さい。

"
18854,海外出張費用計算書のエクセルファイル（マクロ）が作動しません。,"海外出張費用計算書のエクセルにはマクロが含まれています。エクセルファイル（マクロ）が作動しない場合には、次のTTCライブラリーを参照ください。

https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T005659?OpenDocument"
18855,"海外出張システムでエラーが発生して、出張申請が出来ません！

例外エラーが発生しました。
fumctionスタックトレース：
anonymous->anonymous->JS00_FileSave->JS00_FileSave->anonymous->anonymous->doClick->〔anonymous〕->*end*
","海外出張システムでエラーが発生した場合は、ご利用いただいたＯＳ，インターネットエクスプローラのバージョンを確認してください。
海外出張旅費の動作保障環境としましては、Windows Xp + IE6となっています。
"
18856,海外駐在員の海外出張旅費を、豊田通商（TTC）で負担して処理をしたい場合、SAPの立替金精算で処理出来ますか？,"海外駐在員の海外出張旅費は、原則として現地負担での処理となります。
"
18857,海外出張時に、会議で「昼食代＋会議室使用料」の合計額が領収書に記載されているのみで、それぞれの明細金額が無く、詳細がわからない場合は？,海外出張時に現地で会議室を利用したが、詳細な明細がないときは、9295賃借料（海外）で処理して下さい。
18858,海外出張精算で、航空保険特別料金（非課税）の勘定科目は？,海外出張における航空保険特別料金（非課税）の勘定科目は、9161海外出張旅費です。
18859,海外出張申請の承認者変更したいがどうすればいい？,海外出張電子申請の承認者変更については、承認者の一つ前の人が変更可能です。例えば、承認者（GL）を変更したい場合は、提出者本人が変更、部長を変更したい場合は、承認者GLが変更可能です。
18860,海外出張時にお土産に対する関税が発生した場合の勘定科目は？,海外出張時のお土産代に対する関税の勘定科目は、お土産代を取得するための附属費用となりますので、9142交際費となります。
18861,役員出張規程は別にあるの？,役員の出張旅費規程については、内規があります。詳しく知りたい場合には、THR海外出張旅費担当者までご連絡ください。
18862,海外出張申請ルートについて、承認者を変更したいがどうしたらよいか？,海外出張電子申請の承認者変更については、承認者の一つ前の人が変更可能です。例えば、承認者（GL）を変更したい場合は、提出者本人が変更、部長を変更したい場合は、承認者GLが変更可能です。
18863,海外出張申請していた出張期間が承認後変更になった場合、どうすればいいの？,海外出張期間が申請承認後に変更となった場合は、上長に報告のうえ、各拠店のTHRへ連絡（メール可）して下さい。
18864,長期海外出張で、日当のみ途中精算したいときの「帰国日」は？「レート」は？,"海外出張が1ヶ月以上の長期になる場合は、1ヵ月毎の精算が原則です。
電子申請は帰国するまで精算せず、SAP立替金精算にて処理して下さい。
摘要欄に「出張No.」と「途中精算」と記入いただき、
日当分の費用計算書を添付してください。

ｅｘ）3/1〜4/23の長期出張で、3月分を途中精算する場合
　　SAPに添付する計算書の帰国日は、3/31
　　そのレートは、3/31のレート（精算期間対象の最終日のレート）

"
18865,海外出張時に、黄熱病の予防接種を現地で受けた。外貨で支払ったが精算はどのようにしたらよいか？,海外出張の際に黄熱病の予防接種を受けた場合は、費用計算書に含めて精算して下さい。勘定科目は9197厚生費（海外）となり、費用計算書では（その他）を選択して下さい。
18866,海外出張精算で、勘定科目（その他）が2科目以上あり、電子申請できないがどうして？,海外出張費用計算書のその他欄については、1科目しかできません。その他欄の精算が2科目以上となる場合は、SAP立替金精算にて別途処理して下さい。
18867,海外出張精算について、「費用計算書」の東京の提出場所はどこですか？,"海外出張精算の東京の提出先は、16階中央専用トレーとなります。
なお、国内出張と海外出張の「領収書台紙」が類似しているため、持ち込まれる方が間違えないよう、海外出張精算は「費用計算書」を表紙にしてご提出下さい。




"
18868,"休暇で海外滞在する予定であるが、その滞在中に業務を行うことになった場合、その業務に従事した際の宿泊費や現地旅費は、海外出張旅費として精算可能か？
","休暇で海外滞在する場合で、その滞在中に業務を行うことになったときは、そもそも休暇中（海外旅行）の業務は、原則不可となります。
どうしても業務上必要な場合は、別途、THR名古屋労務G（名古屋3513）へご相談下さい。

"
18869,"前回の海外出張時の領収書を今回受け取りました。精算方法を教えてください。
","前回の海外出張時の未精算が発生した場合の精算方法は、以下の通りとなります。

1.料金の支払いが前回出張時であれば、SAPの立替金精算で精算します。
前回出張時の帰国日レートで、未精算分のみの費用計算書を作成し、領収書と一緒に提出してください。

2.料金の支払が今回出張時であれば、今回の費用計算書に含め、摘要欄にいつの出張の分かを明記してください。

"
18870,"海外出張時に、現地時間で日本出発日と同日にホテルに宿泊した場合は、機中泊はつきますか？
","海外出張時に、現地時間で日本出発日と同日にホテルに宿泊した場合は、機中泊はつかず、ホテル実費が精算対象となります。
なお、機中泊の考え方については、次のTTCライブラリーに掲載されておりますのでご参照ください。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T048036?OpenDocument
"
18871,領収書が財布ごと盗難され無くなってしまいました。クレジットカードの利用明細で海外出張精算の処理はできますか？,領収書が盗難により無くなった場合の海外出張精算については、クレジットカード会社からの請求書コピーの添付で対応させていただきますが、盗難によって領収書原本を提出できない旨を文書にし、あわせて提出してください。
18872,海外出張旅費精算が承認されていないものがありますが、いつ承認になりますか？,"海外出張旅費精算でまだ未承認のデータが残っている場合、THRに費用計算書が届いていない可能性があります。
上長印取り付けなどで貴部署内に滞留していないか、今一度ご確認下さいますよう宜しくお願い致します。
"
18873,海外出張精算で、自分以外の社員のホテルキャンセル料を立替えた場合の勘定科目は何になりますか？,海外出張精算で、自分以外の社員のホテルキャンセル料を立替えた場合の勘定科目は、9161海外出張旅費です。どなたの分か、費用計算書の摘要欄に明記してください。
18874,海外出張申請を提出するのを忘れていました。,"海外出張申請の提出を忘れた場合、出張目的欄に「事後申請」と入力して、至急出張届を提出してください。
次回より、必ず事前申請をお願いします。"
18875,海外出張期間が延長になった場合の報告は、メールでいいでしょうか？,"海外出張期間が延長になった場合には、メールにて各拠点のTHR担当までご連絡ください。THRで出張期間を変更しますが、出張申請時の滞在都市以外の場所に行かれる場合は、追加になった滞在都市もご報告ください。
なお、危険地域に該当する都市の場合には、THR名古屋労務Ｇ（名古屋3513）へご連絡ください。
"
18876,海外出張の帰国日が変更する場合、追加申請は必要でしょうか？,"海外出張の帰国日の変更があった場合は、THRにて変更いたしますのでメールにて各拠点のTHR担当までご連絡ください。
"
18877,海外出張でクレジットカードを利用して精算したが、レートが大幅に異なった場合の精算金額は？,"海外出張期間中のレート変化で、５％以上の相違が出た場合には、両替時等のエビデンス添付によって両替時等の特例レートを使用出来ます。（ただし、日当および機中泊時のレートを除く）

"
19305,海外出張担当者を教えて下さい。,"海外出張担当者については、
名古屋THR：菊地、東京THR：平野・村田　となります。

なお、規制地域については、名古屋THR労務厚生部労務グループ　となります。"
19306,国内出張担当者を教えて下さい。,"国内出張担当者については、
名古屋THR：青山・小川、東京THR：平野　となります。"
22091,TTSレートを三菱UFJリサーチ＆コンサルティングで確認する場合、どのシートを使うの？,海外出張時の帰国日レートは、TTSレートについて、三菱UFJリサーチ＆コンサルティングのシート名「本日の為替相場」または「1990年以降の為替相場」で確認して下さい。
22448,国内の日当について,"国内出張の日当については、次のTTCライブラリーをご参照ください。

https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/G007476?OpenDocument
"
22449,海外の日当について,"海外出張の日当については60ドルとなります。
なお、深夜便利用の場合や機中泊の場合の日当については、次のTTCライブラリーをご参照ください。

https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T048036?OpenDocument


"
